strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_membrane,membrane_width,membrane_width_heights,outliers,peaks,type,index,process,membrane_type,membrane_width_nm
23,output\processed_images\0_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,140.6974358974359,11,14.708333333333329,7650.0,False,60,membrane,1,0_otsuOffset,inner,11.185044359949298
23,output\processed_images\0_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,140.6974358974359,11,13.048319327731091,7650.0,False,79,membrane,2,0_otsuOffset,inner,9.92267629485254
23,output\processed_images\0_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,140.6974358974359,11,14.14090909090909,7650.0,False,97,membrane,3,0_otsuOffset,inner,10.753543034911855
23,output\processed_images\0_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,140.6974358974359,11,1.0999999999999943,14280.0,True,103,membrane,4,0_otsuOffset,inner,0.83650190114068
23,output\processed_images\0_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,140.6974358974359,11,0.7857142857142918,3060.0,True,110,membrane,5,0_otsuOffset,inner,0.5975013579576364
23,output\processed_images\0_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,140.6974358974359,11,12.990740740740748,7650.0,False,122,membrane,6,0_otsuOffset,inner,9.878890297141252
23,output\processed_images\0_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,140.6974358974359,11,1.5,8160.0,True,134,membrane,7,0_otsuOffset,inner,1.1406844106463878
23,output\processed_images\0_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,140.6974358974359,11,14.125454545454543,7650.0,False,141,membrane,8,0_otsuOffset,inner,10.74179052886277
23,output\processed_images\0_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,140.6974358974359,11,14.985714285714266,7650.0,False,161,membrane,9,0_otsuOffset,inner,11.395980445410087
23,output\processed_images\0_otsuOffset\membrane\strip_23.png,1.315,0.7604562737642585,200,263,140.6974358974359,11,8.378917378917379,7650.0,False,175,membrane,10,0_otsuOffset,outer,6.371800288150098
